[14.467691, 6.996328]
[11.75136, 8.28869]
[14.402592, 7.39681]
[15.196695, 8.759336]
[12.797873, 6.74711]
[9.392905, 9.363665]
[12.874347, 10.826388]
[11.829362, 9.59984]
[14.63405, 10.312605]
[9.966348, 6.573965]
[12.955037, 5.649479]
[14.675883, 7.945219]
[12.359719, 10.457532]
[13.092329, 9.110222]
[13.071551, 9.641615]
[10.383887, 6.139417]
[9.420275, 8.473474]




[8.809783, 7.611147]
[8.663637, 9.113787]
[6.34256, 8.522129]
[5.564799, 11.782053]
[5.638808, 6.462198]
[2.621903, 8.410019]
[3.808206, 7.439472]
[7.227411, 8.536152]
[3.861763, 10.06109]
[8.959066, 9.002758]
[7.697727, 6.621125]
[5.040287, 8.038429]
[3.364345, 10.19331]
[7.053254, 8.030483]
[3.692062, 10.515866]
[6.402681, 10.223146]
[7.122527, 8.46473]
[7.271412, 7.036915]
[6.868124, 6.571746]
[7.356935, 10.243612]
[3.006407, 9.183741]
[4.199764, 7.107236]
[6.17442, 10.448582]
[4.23395, 10.003093]
[5.079368, 6.488869]
[7.817797, 8.338799]
[2.793956, 9.520861]
[8.009822, 10.74096]
[8.024825, 8.863487]
[4.699555, 7.504381]
[2.562495, 8.079812]
[5.632573, 6.767617]
[7.137982, 6.728472]
[8.945217, 8.180662]
[6.545098, 9.127085]
[8.523859, 7.131622]
[7.548685, 9.802669]
[7.90511, 10.747605]
[7.174712, 5.758117]
[8.528386, 8.53793]
[5.160959, 6.827317]
[3.885911, 8.255789]
[3.831129, 8.342843]
[6.345714, 9.618766]
[7.678096, 6.858757]
[7.35131, 10.731793]
[8.574906, 8.69038]
[7.123591, 9.761013]
[4.80549, 9.978064]
[3.763094, 8.826543]
[7.477617, 9.28466]
[7.006003, 6.89464]
[3.24259, 8.421957]
[4.618501, 11.377746]
[5.93963, 7.930589]
[3.285343, 9.454054]
[6.600897, 9.293019]
[2.969354, 9.505102]
[8.847998, 9.080009]
[8.806343, 9.567356]
[2.718066, 7.75542]
[3.971161, 6.233037]
[5.506101, 7.086634]
[7.939039, 7.819224]
[8.596002, 9.927725]
[8.498158, 6.867354]
[7.904163, 8.741033]
[8.227767, 7.990697]
[4.852698, 9.200387]
[4.306137, 6.073319]
[6.258385, 9.853328]
[6.064728, 6.02091]
[8.966928, 8.95958]
[5.99698, 8.140191]
[5.765582, 6.277915]
[5.263739, 10.820123]
[5.05527, 7.771155]
[7.397968, 10.01612]
[3.640258, 7.066937]
[8.881543, 8.929928]
[5.512438, 8.852768]
[3.204656, 8.819695]
[4.536742, 9.952325]
[6.762054, 5.852462]
[5.296388, 9.344788]
[8.448701, 8.235682]
[8.457545, 9.76995]
[3.665359, 8.280731]
[4.901591, 7.956638]
[2.616746, 8.077674]
[3.888699, 7.838181]
[4.082804, 9.875242]
[5.679918, 7.108591]
[2.709614, 7.699506]
[8.970916, 8.207761]
[5.822956, 10.262858]
[6.573121, 10.996548]
[6.758603, 5.539148]
[4.108139, 6.917848]
[4.72585, 8.253421]
[4.698015, 7.995143]
[5.700652, 7.93153]
[3.785894, 10.302918]
[5.514295, 10.502533]
[7.913801, 8.355401]
[5.674201, 8.878779]
[6.422256, 11.706095]
[6.06086, 5.709003]
[8.96862, 8.518632]
[3.842466, 9.156186]
[7.421246, 6.847308]
[4.110747, 11.103186]
[4.663209, 9.719093]
[6.28228, 8.124973]
[6.691284, 7.240727]
[3.435595, 8.074634]
[3.661556, 6.572813]
[7.372821, 8.778398]
[4.588856, 8.040503]
[4.657404, 8.74794]
[6.678122, 7.534221]
[3.772771, 8.495072]
[6.991403, 9.077653]
[6.889547, 10.594419]
[3.340124, 7.498899]
[4.887432, 10.919868]
[6.681005, 8.611153]
[8.621731, 7.712634]
[3.545855, 7.173959]
[6.36541, 8.164311]
[7.124462, 10.649853]
[7.110364, 8.260755]
[5.537975, 9.523525]
[7.983162, 8.839658]
[4.474191, 8.945728]
[4.724927, 9.669781]
[6.572515, 10.259713]
[2.767212, 7.940718]
[7.969617, 7.562449]
[7.607618, 6.666648]
[3.530252, 6.233691]
[4.253661, 8.107651]
[8.109071, 9.970017]
[3.442112, 8.82987]
[8.042477, 6.88264]
[7.822474, 6.546626]
[2.577846, 8.226719]
[4.041092, 7.111822]
[3.3165, 7.595993]
[5.432254, 5.33333]
[4.81953, 10.430947]
[4.717367, 11.451199]
[5.651058, 6.766906]
[8.458709, 8.476794]
[8.433297, 8.544641]
[7.820359, 7.595647]
[5.325493, 5.438902]
[4.257078, 9.40747]
[5.063578, 6.369475]
[6.899006, 8.665467]
[3.331259, 8.950621]
[8.184998, 7.591568]
[3.902365, 7.252767]
[7.043423, 8.719673]
[6.502131, 7.596409]
[5.576597, 7.132378]
[8.753391, 9.116248]
[4.271755, 7.876889]
[5.460987, 7.936607]
[5.895761, 10.593678]
[6.893685, 8.211149]
[2.957263, 9.364554]
[5.806569, 6.525175]
[4.991568, 6.447376]
[6.026742, 6.024689]
[7.97951, 7.217355]
[4.617014, 11.209486]
[6.913424, 10.765779]
[3.77916, 7.983635]
[6.312438, 10.519171]
[3.638686, 7.996787]
[4.237202, 11.382547]
[3.040881, 6.958979]
[7.454175, 7.406242]
[7.385276, 9.552184]
[8.680797, 9.463412]
[3.050974, 9.722713]
[4.057345, 8.702224]
[5.9747, 8.672677]
[6.642428, 7.317616]
[8.311406, 6.5861]
[7.287186, 6.331901]
[6.016357, 9.028687]
[7.743559, 10.390601]
[5.831235, 5.55958]
[4.28541, 8.01647]
[4.875823, 5.778654]
[4.556619, 7.142531]
[8.872252, 8.898933]
[3.432175, 7.186119]
[6.10352, 8.246751]
[3.628798, 10.692476]
[4.954106, 9.908254]
[6.646035, 6.739489]
[5.920475, 6.604288]
[5.724899, 8.970111]
[5.885585, 5.415599]
[8.22673, 7.479321]
[7.24406, 5.701076]
[5.574624, 7.379963]
[3.372151, 9.135339]
[8.280682, 8.250152]
[3.151528, 10.057513]
[2.999193, 7.130417]
[8.487013, 8.175124]
[3.436502, 9.479412]
[6.651401, 6.659523]
[3.536986, 8.065574]
[6.999162, 11.130198]
[6.30651, 7.337623]
[2.712349, 7.979151]
[7.173433, 11.199362]
[4.11471, 11.039587]
[3.83098, 11.027824]
[5.678345, 10.585672]
[7.047104, 8.580316]
[3.13609, 8.801214]
[7.460619, 11.292218]
[3.700627, 10.745353]
[5.060151, 8.929006]
[7.524086, 8.684107]
[7.08067, 11.201978]
[3.893268, 10.542175]
[7.689779, 10.744524]
[6.018995, 9.116624]
[8.831628, 8.917957]
[8.24099, 6.948593]
[7.036663, 10.228909]
[7.662753, 6.804669]
[7.124938, 9.417156]
[5.864593, 7.867308]
[5.58251, 11.496313]
[4.106596, 7.851147]
[5.60042, 7.263125]
[6.983689, 9.505596]
[3.901034, 7.045717]
[3.2253, 9.581549]
[8.669825, 8.295095]
[3.056653, 7.536085]
[8.980101, 8.675283]
[7.9355, 6.800221]
[3.609467, 10.720611]
[8.127378, 6.797919]
[4.709888, 9.168803]
[3.714232, 9.594653]
[5.98375, 7.193075]
[8.280581, 8.204739]
[4.788342, 7.908375]
[7.951809, 10.770894]
[4.7882, 11.317546]
[8.075982, 9.482988]
[8.507648, 9.755736]
[5.968301, 6.19764]
[5.901237, 7.697862]
[7.000704, 6.654234]
[4.03524, 8.152154]
[6.235127, 11.623566]
[6.219908, 5.360467]
[6.566386, 11.553516]
[4.371039, 9.80536]
[4.166591, 10.994705]
[6.774967, 8.391189]
[7.185599, 10.338093]
[6.713146, 10.919148]
[5.241082, 8.441505]
[3.206818, 9.339146]
[6.598055, 7.388759]
[6.966952, 6.772248]
[5.042382, 6.955637]
[7.053522, 10.497375]
[6.887088, 10.175491]
[8.738984, 9.544344]
[8.307195, 9.68591]
[5.95905, 6.287099]
[4.144649, 8.925328]
[8.535192, 8.054477]
[4.776274, 8.358587]
[8.405982, 9.037682]
[5.955129, 5.861147]
[3.817093, 6.841828]
[2.860399, 7.949906]
[7.317351, 10.164385]
[3.213427, 8.871759]
[7.590515, 9.311948]
[5.820744, 9.558478]
[3.575088, 7.338313]
[4.664389, 10.910475]
[5.651489, 11.448786]
[5.255803, 10.79658]
[8.01028, 10.242954]
[3.955995, 5.91963]
[4.575169, 6.716047]
[8.31285, 7.161392]
[4.487194, 10.553529]
[7.1371, 9.770599]
[6.137914, 8.907056]
[3.219673, 9.221042]
[3.639004, 10.687482]
[7.595505, 7.500473]
[3.561872, 6.620948]
[6.703361, 8.068429]
[6.628717, 9.448322]
[6.576751, 7.07501]
[5.587031, 10.622995]
[6.350178, 5.549042]
[5.663028, 8.654685]
[4.736236, 7.418214]
[2.873336, 9.703932]
[8.9658, 8.587065]
[6.940419, 7.881721]
[7.997538, 8.485651]
[4.479793, 9.685237]
[2.822353, 9.205873]
[6.075692, 6.272268]
[4.908687, 6.39498]
[4.975562, 9.548008]
[8.330248, 10.173965]
[3.084285, 9.741163]
[8.285093, 10.11803]
[7.166606, 8.058449]
[3.258327, 8.660671]
[4.260739, 8.979157]
[7.44639, 7.219483]
[3.154736, 6.743244]
[6.903825, 8.486555]
[4.084394, 10.964285]
[5.056663, 9.710769]
[2.779266, 9.817274]
[6.852473, 10.742463]
[7.601559, 9.489763]
[8.972719, 8.516995]
[6.585843, 6.390128]
[2.854291, 9.750799]
[4.605031, 6.939956]
[3.051421, 6.76002]
[3.363976, 9.243669]
[5.72435, 5.934306]
[8.271013, 9.583238]
[3.55277, 7.43571]
[8.995233, 8.552937]
[4.62808, 6.138779]
[3.470599, 9.443047]
[3.693071, 7.403846]
[5.788102, 5.391983]
[6.253803, 6.852003]
[2.978153, 7.486309]
[6.818036, 6.262664]
[8.739165, 8.38988]
[6.532404, 6.700067]
[4.530726, 6.695299]
[8.55313, 8.848253]
[5.056925, 5.61119]
[7.175005, 7.279137]
[3.65997, 7.63304]
[8.687049, 8.240664]
[3.841034, 8.12369]
[6.027343, 10.98715]
[4.14466, 6.782835]
[5.690987, 8.519554]
[7.091054, 7.437949]
[5.397668, 6.991079]
[6.502425, 10.366648]
[7.749333, 9.292866]
[8.060523, 10.014355]
[8.482002, 9.149959]
[8.114186, 7.843533]
[6.047007, 6.964674]
[5.826038, 11.630048]
[7.572984, 6.063416]
[7.115338, 11.088033]
[3.449028, 6.974415]
[7.495184, 7.091638]
[4.224738, 7.511068]
[6.439588, 6.997421]
[8.130667, 7.404831]
[2.784069, 7.454181]
[6.776935, 8.730522]
[2.888535, 8.941014]
[6.738494, 8.163124]
[3.987722, 5.900285]
[8.694547, 9.01334]
[3.869221, 9.891539]
[6.063388, 8.048612]
[5.361421, 5.713586]
[6.933027, 9.8336]
[8.724665, 8.361342]
[2.764669, 8.084918]
[5.788579, 7.526159]
[3.174918, 9.39544]
[8.321296, 9.052032]
[4.270627, 8.432667]
[3.756454, 6.241001]
[7.335291, 9.138495]
[4.810222, 6.201883]
[4.284781, 10.975441]
[6.263305, 8.908468]
[7.60991, 8.633132]
[4.181252, 5.797384]
[5.355001, 7.738725]
[5.792303, 9.964884]
[6.457221, 10.366341]
[5.926263, 8.145282]
[7.177978, 9.687636]
[4.440009, 8.099114]
[3.957426, 9.040116]
[8.782717, 8.009546]
[2.815542, 7.194988]
[6.568847, 8.813485]
[8.013455, 9.045453]
[4.856588, 9.640009]
[6.742089, 5.99501]
[2.690814, 8.883496]
[4.500541, 9.591276]
[7.90493, 10.436156]
[5.802567, 10.253683]
[3.955271, 10.485388]
[7.032709, 10.035726]
[3.252255, 7.937243]
[6.796896, 8.38433]
[4.160699, 9.297288]
[7.315661, 9.871871]
[2.861261, 8.408382]
[6.081033, 10.034191]
[5.120171, 7.886808]
[8.642057, 9.895741]
[6.172461, 11.57675]
[7.624588, 9.609458]
[7.547094, 5.903574]
[7.561714, 6.498957]
[5.572039, 8.558749]
[5.359656, 8.898531]
[2.866944, 7.143353]
[4.190402, 6.154024]
[8.943087, 8.351469]
[5.972931, 7.537982]
[3.026431, 8.199161]
[6.776774, 7.993526]
[3.384014, 10.567839]
[5.077119, 11.421814]
[2.530788, 8.254285]
[3.71645, 7.269865]
[3.544159, 9.030493]
[5.082348, 5.956756]
[7.92763, 10.868154]
[8.124846, 6.988325]
[4.221655, 9.035337]
[5.330675, 7.03301]
[4.466817, 9.909351]
[4.411248, 10.22585]
[5.89719, 7.23744]
[5.529004, 9.789156]
[5.767066, 10.772608]
[8.72135, 9.249069]
[7.539044, 11.218934]
[8.573203, 8.459427]
[4.655552, 9.116182]
[3.583182, 7.966725]
[5.721986, 6.103138]
[5.451029, 9.655049]
[7.162684, 6.837426]
[8.821867, 8.343967]
[8.701482, 8.446791]
[8.572971, 7.615591]
[5.683246, 11.425206]
[8.77466, 7.663022]
[5.941045, 8.100747]
[8.689203, 7.930233]
[4.816315, 8.632522]
[6.040546, 6.567276]
[3.302916, 8.45439]
[6.076416, 8.800519]
[7.387504, 9.878985]
[3.942558, 7.579624]
[3.856414, 10.752869]
[3.49162, 7.01771]
[3.185159, 7.260653]
[8.395014, 8.584327]
[7.901698, 8.27353]
[5.915924, 6.473233]
[8.010096, 9.235093]
[8.113762, 9.805755]
[8.906678, 8.36598]
[3.680145, 7.058862]
[2.640986, 9.436634]
[5.70142, 11.716258]
[7.047834, 7.001495]
[7.889127, 8.719205]
[8.564286, 9.64051]
[4.034939, 6.434837]
[2.936636, 9.408366]
[9.190767, 8.635822]
[9.003772, 8.388904]
[9.107259, 9.317832]
[9.235342, 8.277059]
[9.215837, 8.964931]
[9.209731, 8.614617]
[9.032386, 8.951305]
[9.142095, 8.792323]
[9.187688, 8.318944]
[9.201223, 9.172544]
[9.184584, 9.622792]
[9.19941, 8.565987]
[9.154357, 8.311018]
[9.043277, 8.044907]
[9.244974, 7.790619]
[9.013908, 8.575844]
[9.080997, 7.969118]
[9.013334, 8.414207]
[9.090487, 8.726058]
[9.041333, 8.104689]
[9.090582, 9.049733]




