sample label	d1	d2
c2g2s877	14.58842600	10.58452100
c2g2s879	12.52583200	8.66970300
c2g2s880	14.25977700	9.16830400
c2g2s881	15.44826200	8.68363000
c2g2s882	13.93376000	9.35477400
c2g2s883	14.91233400	9.47329900
c2g2s884	13.03563100	11.40425900
c2g2s885	14.74465400	9.81062700
c2g2s887	14.09425800	8.33802500
c2g2s889	15.30514500	7.59578200
c2g2s890	14.03318400	7.27424600
c2g2s892	11.57760700	11.18647100
c2g2s893	14.29706400	10.77991900
c2g2s894	14.30880500	8.32555000
c2g2s895	14.83059900	7.89462100
c2g2s897	15.21980400	8.08576300
c2g2s899	13.31560400	7.91919600
c2g2s901	11.54362300	10.33886200
c2g2s902	15.23730200	9.57881500
c2g2s903	14.54527000	8.40071600
c2g2s904	14.70395900	7.20777900
c2g2s905	13.69387800	9.06054700
c2g2s906	13.88814200	8.40114600
c2g2s910	15.00726300	9.13286700
c2g2s912	14.12481000	6.07167500
c2g2s913	14.64791900	10.61123300
c2g2s914	15.31694500	9.46641300
c2g2s916	11.56455500	10.44037800
c2g2s918	14.60275000	9.51756300
c2g2s922	11.44893800	10.87840900
c2g2s923	14.11805600	11.18973100
c2g2s924	14.44636900	6.51500300
c2g2s925	12.46725000	9.29536200
c2g2s926	14.38141600	6.75597000
c2g2s927	12.66481700	9.98497300
c2g2s928	14.01328900	9.09772300
c2g2s930	13.05822200	11.40533400
c2g2s932	15.07381600	7.15666700
c2g2s933	14.16222600	6.68692700
c2g2s937	14.93852900	10.01228300
c2g2s938	13.89472800	10.70531000
c2g2s939	13.47854400	7.81733300
c2g2s942	13.69091800	10.00425100
c2g2s945	14.77623700	6.56685400
c2g2s946	15.36346500	7.89990600
c2g2s949	14.91913900	6.90942100
c2g2s950	11.63304900	11.38796400
c2g2s951	14.15038100	10.90642500
c2g2s954	13.58210400	10.76981000
c2g2s955	11.95717600	10.55277300
c2g2s959	13.81867500	10.39167000
c2g2s961	11.00655700	11.32606100
c2g2s962	15.38510000	7.75974100
c2g2s964	12.22529900	10.15883300
c2g2s966	12.62160600	11.06593600
c2g2s967	13.17435000	9.19686000
c2g2s968	11.59294400	10.72035500
c2g2s971	11.54174900	10.60111000
c2g2s972	12.43744400	10.13717200
c2g2s973	12.33254400	10.97128800
c2g2s976	11.60640000	10.03269300
c2g2s977	15.32218300	8.40975500
c2g2s979	14.54741900	7.00106300
c2g2s980	14.39466200	8.38503300
c2g2s982	13.50866700	7.59283700
c2g2s984	14.40259200	7.39681000
c2g2s985	15.19669500	8.75933600
c2g2s988	12.87434700	10.82638800
c2g2s990	11.82936200	9.59984000
c2g2s991	14.63405000	10.31260500
c2g2s994	14.67588300	7.94521900
c2g2s995	12.35971900	10.45753200
c2g2s996	13.09232900	9.11022200
c2g2s997	13.07155100	9.64161500




c2g1s100	6.34256000	8.52212900
c2g1s101	5.56479900	11.78205300
c2g1s102	5.63880800	6.46219800
c2g1s103	2.62190300	8.41001900
c2g1s104	3.80820600	7.43947200
c2g1s106	3.86176300	10.06109000
c2g1s109	5.04028700	8.03842900
c2g1s11	3.36434500	10.19331000
c2g1s111	3.69206200	10.51586600
c2g1s117	3.00640700	9.18374100
c2g1s118	4.19976400	7.10723600
c2g1s12	4.23395000	10.00309300
c2g1s120	5.07936800	6.48886900
c2g1s122	2.79395600	9.52086100
c2g1s125	4.69955500	7.50438100
c2g1s126	2.56249500	8.07981200
c2g1s127	5.63257300	6.76761700
c2g1s135	5.16095900	6.82731700
c2g1s136	3.88591100	8.25578900
c2g1s137	3.83112900	8.34284300
c2g1s142	4.80549000	9.97806400
c2g1s143	3.76309400	8.82654300
c2g1s146	3.24259000	8.42195700
c2g1s147	4.61850100	11.37774600
c2g1s148	5.93963000	7.93058900
c2g1s149	3.28534300	9.45405400
c2g1s150	2.96935400	9.50510200
c2g1s153	2.71806600	7.75542000
c2g1s154	3.97116100	6.23303700
c2g1s155	5.50610100	7.08663400
c2g1s160	4.85269800	9.20038700
c2g1s161	4.30613700	6.07331900
c2g1s163	6.06472800	6.02091000
c2g1s165	5.99698000	8.14019100
c2g1s166	5.76558200	6.27791500
c2g1s167	5.26373900	10.82012300
c2g1s168	5.05527000	7.77115500
c2g1s17	3.64025800	7.06693700
c2g1s171	5.51243800	8.85276800
c2g1s172	3.20465600	8.81969500
c2g1s173	4.53674200	9.95232500
c2g1s174	6.76205400	5.85246200
c2g1s175	5.29638800	9.34478800
c2g1s178	3.66535900	8.28073100
c2g1s179	4.90159100	7.95663800
c2g1s18	2.61674600	8.07767400
c2g1s180	3.88869900	7.83818100
c2g1s181	4.08280400	9.87524200
c2g1s182	5.67991800	7.10859100
c2g1s183	2.70961400	7.69950600
c2g1s185	5.82295600	10.26285800
c2g1s187	6.75860300	5.53914800
c2g1s188	4.10813900	6.91784800
c2g1s189	4.72585000	8.25342100
c2g1s19	4.69801500	7.99514300
c2g1s190	5.70065200	7.93153000
c2g1s191	3.78589400	10.30291800
c2g1s192	5.51429500	10.50253300
c2g1s194	5.67420100	8.87877900
c2g1s196	6.06086000	5.70900300
c2g1s198	3.84246600	9.15618600
c2g1s2	4.11074700	11.10318600
c2g1s20	4.66320900	9.71909300
c2g1s200	6.28228000	8.12497300
c2g1s202	3.43559500	8.07463400
c2g1s203	3.66155600	6.57281300
c2g1s205	4.58885600	8.04050300
c2g1s206	4.65740400	8.74794000
c2g1s208	3.77277100	8.49507200
c2g1s210	3.34012400	7.49889900
c2g1s211	4.88743200	10.91986800
c2g1s214	3.54585500	7.17395900
c2g1s215	6.36541000	8.16431100
c2g1s218	5.53797500	9.52352500
c2g1s22	4.47419100	8.94572800
c2g1s220	4.72492700	9.66978100
c2g1s222	2.76721200	7.94071800
c2g1s225	3.53025200	6.23369100
c2g1s226	4.25366100	8.10765100
c2g1s228	3.44211200	8.82987000
c2g1s230	2.57784600	8.22671900
c2g1s231	4.04109200	7.11182200
c2g1s232	3.31650000	7.59599300
c2g1s233	5.43225400	5.33333000
c2g1s234	4.81953000	10.43094700
c2g1s235	4.71736700	11.45119900
c2g1s236	5.65105800	6.76690600
c2g1s24	5.32549300	5.43890200
c2g1s240	4.25707800	9.40747000
c2g1s241	5.06357800	6.36947500
c2g1s243	3.33125900	8.95062100
c2g1s245	3.90236500	7.25276700
c2g1s247	6.50213100	7.59640900
c2g1s248	5.57659700	7.13237800
c2g1s25	4.27175500	7.87688900
c2g1s250	5.46098700	7.93660700
c2g1s251	5.89576100	10.59367800
c2g1s253	2.95726300	9.36455400
c2g1s254	5.80656900	6.52517500
c2g1s255	4.99156800	6.44737600
c2g1s256	6.02674200	6.02468900
c2g1s258	4.61701400	11.20948600
c2g1s26	3.77916000	7.98363500
c2g1s261	3.63868600	7.99678700
c2g1s262	4.23720200	11.38254700
c2g1s263	3.04088100	6.95897900
c2g1s267	3.05097400	9.72271300
c2g1s268	4.05734500	8.70222400
c2g1s269	5.97470000	8.67267700
c2g1s272	6.01635700	9.02868700
c2g1s274	5.83123500	5.55958000
c2g1s275	4.28541000	8.01647000
c2g1s276	4.87582300	5.77865400
c2g1s277	4.55661900	7.14253100
c2g1s279	3.43217500	7.18611900
c2g1s28	6.10352000	8.24675100
c2g1s280	3.62879800	10.69247600
c2g1s281	4.95410600	9.90825400
c2g1s282	6.64603500	6.73948900
c2g1s283	5.92047500	6.60428800
c2g1s284	5.72489900	8.97011100
c2g1s285	5.88558500	5.41559900
c2g1s288	5.57462400	7.37996300
c2g1s289	3.37215100	9.13533900
c2g1s290	3.15152800	10.05751300
c2g1s291	2.99919300	7.13041700
c2g1s293	3.43650200	9.47941200
c2g1s294	6.65140100	6.65952300
c2g1s295	3.53698600	8.06557400
c2g1s297	6.30651000	7.33762300
c2g1s298	2.71234900	7.97915100
c2g1s3	4.11471000	11.03958700
c2g1s30	3.83098000	11.02782400
c2g1s300	5.67834500	10.58567200
c2g1s302	3.13609000	8.80121400
c2g1s304	3.70062700	10.74535300
c2g1s305	5.06015100	8.92900600
c2g1s308	3.89326800	10.54217500
c2g1s31	6.01899500	9.11662400
c2g1s315	5.86459300	7.86730800
c2g1s316	5.58251000	11.49631300
c2g1s317	4.10659600	7.85114700
c2g1s318	5.60042000	7.26312500
c2g1s32	3.90103400	7.04571700
c2g1s320	3.22530000	9.58154900
c2g1s322	3.05665300	7.53608500
c2g1s325	3.60946700	10.72061100
c2g1s327	4.70988800	9.16880300
c2g1s328	3.71423200	9.59465300
c2g1s329	5.98375000	7.19307500
c2g1s330	4.78834200	7.90837500
c2g1s332	4.78820000	11.31754600
c2g1s335	5.96830100	6.19764000
c2g1s336	5.90123700	7.69786200
c2g1s338	4.03524000	8.15215400
c2g1s34	6.21990800	5.36046700
c2g1s341	4.37103900	9.80536000
c2g1s342	4.16659100	10.99470500
c2g1s346	5.24108200	8.44150500
c2g1s347	3.20681800	9.33914600
c2g1s35	5.04238200	6.95563700
c2g1s354	5.95905000	6.28709900
c2g1s355	4.14464900	8.92532800
c2g1s357	4.77627400	8.35858700
c2g1s359	5.95512900	5.86114700
c2g1s36	3.81709300	6.84182800
c2g1s360	2.86039900	7.94990600
c2g1s362	3.21342700	8.87175900
c2g1s364	5.82074400	9.55847800
c2g1s365	3.57508800	7.33831300
c2g1s366	4.66438900	10.91047500
c2g1s367	5.65148900	11.44878600
c2g1s368	5.25580300	10.79658000
c2g1s37	3.95599500	5.91963000
c2g1s370	4.57516900	6.71604700
c2g1s372	4.48719400	10.55352900
c2g1s374	6.13791400	8.90705600
c2g1s375	3.21967300	9.22104200
c2g1s376	3.63900400	10.68748200
c2g1s378	3.56187200	6.62094800
c2g1s380	6.57675100	7.07501000
c2g1s381	5.58703100	10.62299500
c2g1s382	6.35017800	5.54904200
c2g1s383	5.66302800	8.65468500
c2g1s384	4.73623600	7.41821400
c2g1s385	2.87333600	9.70393200
c2g1s389	4.47979300	9.68523700
c2g1s39	2.82235300	9.20587300
c2g1s390	6.07569200	6.27226800
c2g1s391	4.90868700	6.39498000
c2g1s392	4.97556200	9.54800800
c2g1s394	3.08428500	9.74116300
c2g1s397	3.25832700	8.66067100
c2g1s398	4.26073900	8.97915700
c2g1s4	3.15473600	6.74324400
c2g1s400	4.08439400	10.96428500
c2g1s401	5.05666300	9.71076900
c2g1s402	2.77926600	9.81727400
c2g1s406	6.58584300	6.39012800
c2g1s407	2.85429100	9.75079900
c2g1s408	4.60503100	6.93995600
c2g1s409	3.05142100	6.76002000
c2g1s41	3.36397600	9.24366900
c2g1s410	5.72435000	5.93430600
c2g1s412	3.55277000	7.43571000
c2g1s414	4.62808000	6.13877900
c2g1s415	3.47059900	9.44304700
c2g1s416	3.69307100	7.40384600
c2g1s417	5.78810200	5.39198300
c2g1s418	6.25380300	6.85200300
c2g1s419	2.97815300	7.48630900
c2g1s421	6.53240400	6.70006700
c2g1s422	4.53072600	6.69529900
c2g1s424	5.05692500	5.61119000
c2g1s426	3.65997000	7.63304000
c2g1s428	3.84103400	8.12369000
c2g1s43	4.14466000	6.78283500
c2g1s430	5.69098700	8.51955400
c2g1s432	5.39766800	6.99107900
c2g1s438	6.04700700	6.96467400
c2g1s439	5.82603800	11.63004800
c2g1s441	3.44902800	6.97441500
c2g1s443	4.22473800	7.51106800
c2g1s444	6.43958800	6.99742100
c2g1s446	2.78406900	7.45418100
c2g1s448	2.88853500	8.94101400
c2g1s45	3.98772200	5.90028500
c2g1s451	3.86922100	9.89153900
c2g1s452	6.06338800	8.04861200
c2g1s453	5.36142100	5.71358600
c2g1s456	2.76466900	8.08491800
c2g1s457	5.78857900	7.52615900
c2g1s458	3.17491800	9.39544000
c2g1s46	4.27062700	8.43266700
c2g1s460	3.75645400	6.24100100
c2g1s462	4.81022200	6.20188300
c2g1s463	4.28478100	10.97544100
c2g1s464	6.26330500	8.90846800
c2g1s466	4.18125200	5.79738400
c2g1s467	5.35500100	7.73872500
c2g1s468	5.79230300	9.96488400
c2g1s47	5.92626300	8.14528200
c2g1s471	4.44000900	8.09911400
c2g1s472	3.95742600	9.04011600
c2g1s474	2.81554200	7.19498800
c2g1s477	4.85658800	9.64000900
c2g1s478	6.74208900	5.99501000
c2g1s479	2.69081400	8.88349600
c2g1s48	4.50054100	9.59127600
c2g1s481	5.80256700	10.25368300
c2g1s482	3.95527100	10.48538800
c2g1s484	3.25225500	7.93724300
c2g1s486	4.16069900	9.29728800
c2g1s488	2.86126100	8.40838200
c2g1s489	6.08103300	10.03419100
c2g1s49	5.12017100	7.88680800
c2g1s495	5.57203900	8.55874900
c2g1s496	5.35965600	8.89853100
c2g1s497	2.86694400	7.14335300
c2g1s498	4.19040200	6.15402400
c2g1s5	5.97293100	7.53798200
c2g1s50	3.02643100	8.19916100
c2g1s51	3.38401400	10.56783900
c2g1s52	5.07711900	11.42181400
c2g1s53	2.53078800	8.25428500
c2g1s54	3.71645000	7.26986500
c2g1s55	3.54415900	9.03049300
c2g1s56	5.08234800	5.95675600
c2g1s59	4.22165500	9.03533700
c2g1s6	5.33067500	7.03301000
c2g1s60	4.46681700	9.90935100
c2g1s61	4.41124800	10.22585000
c2g1s62	5.89719000	7.23744000
c2g1s63	5.52900400	9.78915600
c2g1s64	5.76706600	10.77260800
c2g1s68	4.65555200	9.11618200
c2g1s69	3.58318200	7.96672500
c2g1s7	5.72198600	6.10313800
c2g1s70	5.45102900	9.65504900
c2g1s75	5.68324600	11.42520600
c2g1s77	5.94104500	8.10074700
c2g1s79	4.81631500	8.63252200
c2g1s8	6.04054600	6.56727600
c2g1s80	3.30291600	8.45439000
c2g1s81	6.07641600	8.80051900
c2g1s83	3.94255800	7.57962400
c2g1s84	3.85641400	10.75286900
c2g1s85	3.49162000	7.01771000
c2g1s86	3.18515900	7.26065300
c2g1s89	5.91592400	6.47323300
c2g1s92	3.68014500	7.05886200
c2g1s93	2.64098600	9.43663400
c2g1s94	5.70142000	11.71625800
c2g1s98	4.03493900	6.43483700
c2g1s99	2.93663600	9.40836600




c2g1s1	8.80978300	7.61114700
c2g1s10	8.66363700	9.11378700
c2g1s105	7.22741100	8.53615200
c2g1s107	8.95906600	9.00275800
c2g1s108	7.69772700	6.62112500
c2g1s110	7.05325400	8.03048300
c2g1s112	6.40268100	10.22314600
c2g1s113	7.12252700	8.46473000
c2g1s114	7.27141200	7.03691500
c2g1s115	6.86812400	6.57174600
c2g1s116	7.35693500	10.24361200
c2g1s119	6.17442000	10.44858200
c2g1s121	7.81779700	8.33879900
c2g1s123	8.00982200	10.74096000
c2g1s124	8.02482500	8.86348700
c2g1s128	7.13798200	6.72847200
c2g1s129	8.94521700	8.18066200
c2g1s13	6.54509800	9.12708500
c2g1s130	8.52385900	7.13162200
c2g1s131	7.54868500	9.80266900
c2g1s132	7.90511000	10.74760500
c2g1s133	7.17471200	5.75811700
c2g1s134	8.52838600	8.53793000
c2g1s138	6.34571400	9.61876600
c2g1s139	7.67809600	6.85875700
c2g1s14	7.35131000	10.73179300
c2g1s140	8.57490600	8.69038000
c2g1s141	7.12359100	9.76101300
c2g1s144	7.47761700	9.28466000
c2g1s145	7.00600300	6.89464000
c2g1s15	6.60089700	9.29301900
c2g1s151	8.84799800	9.08000900
c2g1s152	8.80634300	9.56735600
c2g1s156	7.93903900	7.81922400
c2g1s157	8.59600200	9.92772500
c2g1s158	8.49815800	6.86735400
c2g1s159	7.90416300	8.74103300
c2g1s16	8.22776700	7.99069700
c2g1s162	6.25838500	9.85332800
c2g1s164	8.96692800	8.95958000
c2g1s169	7.39796800	10.01612000
c2g1s170	8.88154300	8.92992800
c2g1s176	8.44870100	8.23568200
c2g1s177	8.45754500	9.76995000
c2g1s184	8.97091600	8.20776100
c2g1s186	6.57312100	10.99654800
c2g1s193	7.91380100	8.35540100
c2g1s195	6.42225600	11.70609500
c2g1s197	8.96862000	8.51863200
c2g1s199	7.42124600	6.84730800
c2g1s201	6.69128400	7.24072700
c2g1s204	7.37282100	8.77839800
c2g1s207	6.67812200	7.53422100
c2g1s209	6.99140300	9.07765300
c2g1s21	6.88954700	10.59441900
c2g1s212	6.68100500	8.61115300
c2g1s213	8.62173100	7.71263400
c2g1s216	7.12446200	10.64985300
c2g1s217	7.11036400	8.26075500
c2g1s219	7.98316200	8.83965800
c2g1s221	6.57251500	10.25971300
c2g1s223	7.96961700	7.56244900
c2g1s224	7.60761800	6.66664800
c2g1s227	8.10907100	9.97001700
c2g1s229	8.04247700	6.88264000
c2g1s23	7.82247400	6.54662600
c2g1s237	8.45870900	8.47679400
c2g1s238	8.43329700	8.54464100
c2g1s239	7.82035900	7.59564700
c2g1s242	6.89900600	8.66546700
c2g1s244	8.18499800	7.59156800
c2g1s246	7.04342300	8.71967300
c2g1s249	8.75339100	9.11624800
c2g1s252	6.89368500	8.21114900
c2g1s257	7.97951000	7.21735500
c2g1s259	6.91342400	10.76577900
c2g1s260	6.31243800	10.51917100
c2g1s264	7.45417500	7.40624200
c2g1s265	7.38527600	9.55218400
c2g1s266	8.68079700	9.46341200
c2g1s27	6.64242800	7.31761600
c2g1s270	8.31140600	6.58610000
c2g1s271	7.28718600	6.33190100
c2g1s273	7.74355900	10.39060100
c2g1s278	8.87225200	8.89893300
c2g1s286	8.22673000	7.47932100
c2g1s287	7.24406000	5.70107600
c2g1s29	8.28068200	8.25015200
c2g1s292	8.48701300	8.17512400
c2g1s296	6.99916200	11.13019800
c2g1s299	7.17343300	11.19936200
c2g1s301	7.04710400	8.58031600
c2g1s303	7.46061900	11.29221800
c2g1s306	7.52408600	8.68410700
c2g1s307	7.08067000	11.20197800
c2g1s309	7.68977900	10.74452400
c2g1s310	8.83162800	8.91795700
c2g1s311	8.24099000	6.94859300
c2g1s312	7.03666300	10.22890900
c2g1s313	7.66275300	6.80466900
c2g1s314	7.12493800	9.41715600
c2g1s319	6.98368900	9.50559600
c2g1s321	8.66982500	8.29509500
c2g1s323	8.98010100	8.67528300
c2g1s324	7.93550000	6.80022100
c2g1s326	8.12737800	6.79791900
c2g1s33	8.28058100	8.20473900
c2g1s331	7.95180900	10.77089400
c2g1s333	8.07598200	9.48298800
c2g1s334	8.50764800	9.75573600
c2g1s337	7.00070400	6.65423400
c2g1s339	6.23512700	11.62356600
c2g1s340	6.56638600	11.55351600
c2g1s343	6.77496700	8.39118900
c2g1s344	7.18559900	10.33809300
c2g1s345	6.71314600	10.91914800
c2g1s348	6.59805500	7.38875900
c2g1s349	6.96695200	6.77224800
c2g1s350	7.05352200	10.49737500
c2g1s351	6.88708800	10.17549100
c2g1s352	8.73898400	9.54434400
c2g1s353	8.30719500	9.68591000
c2g1s356	8.53519200	8.05447700
c2g1s358	8.40598200	9.03768200
c2g1s361	7.31735100	10.16438500
c2g1s363	7.59051500	9.31194800
c2g1s369	8.01028000	10.24295400
c2g1s371	8.31285000	7.16139200
c2g1s373	7.13710000	9.77059900
c2g1s377	7.59550500	7.50047300
c2g1s379	6.70336100	8.06842900
c2g1s38	6.62871700	9.44832200
c2g1s386	8.96580000	8.58706500
c2g1s387	6.94041900	7.88172100
c2g1s388	7.99753800	8.48565100
c2g1s393	8.33024800	10.17396500
c2g1s395	8.28509300	10.11803000
c2g1s396	7.16660600	8.05844900
c2g1s399	7.44639000	7.21948300
c2g1s40	6.90382500	8.48655500
c2g1s403	6.85247300	10.74246300
c2g1s404	7.60155900	9.48976300
c2g1s405	8.97271900	8.51699500
c2g1s411	8.27101300	9.58323800
c2g1s413	8.99523300	8.55293700
c2g1s42	6.81803600	6.26266400
c2g1s420	8.73916500	8.38988000
c2g1s423	8.55313000	8.84825300
c2g1s425	7.17500500	7.27913700
c2g1s427	8.68704900	8.24066400
c2g1s429	6.02734300	10.98715000
c2g1s431	7.09105400	7.43794900
c2g1s433	6.50242500	10.36664800
c2g1s434	7.74933300	9.29286600
c2g1s435	8.06052300	10.01435500
c2g1s436	8.48200200	9.14995900
c2g1s437	8.11418600	7.84353300
c2g1s44	7.57298400	6.06341600
c2g1s440	7.11533800	11.08803300
c2g1s442	7.49518400	7.09163800
c2g1s445	8.13066700	7.40483100
c2g1s447	6.77693500	8.73052200
c2g1s449	6.73849400	8.16312400
c2g1s450	8.69454700	9.01334000
c2g1s454	6.93302700	9.83360000
c2g1s455	8.72466500	8.36134200
c2g1s459	8.32129600	9.05203200
c2g1s461	7.33529100	9.13849500
c2g1s465	7.60991000	8.63313200
c2g1s469	6.45722100	10.36634100
c2g1s470	7.17797800	9.68763600
c2g1s473	8.78271700	8.00954600
c2g1s475	6.56884700	8.81348500
c2g1s476	8.01345500	9.04545300
c2g1s480	7.90493000	10.43615600
c2g1s483	7.03270900	10.03572600
c2g1s485	6.79689600	8.38433000
c2g1s487	7.31566100	9.87187100
c2g1s490	8.64205700	9.89574100
c2g1s491	6.17246100	11.57675000
c2g1s492	7.62458800	9.60945800
c2g1s493	7.54709400	5.90357400
c2g1s494	7.56171400	6.49895700
c2g1s499	8.94308700	8.35146900
c2g1s500	6.77677400	7.99352600
