sample label	d1	d2
monkeyc7sp1s3178	26,09062	9,9663
monkeyc7sp1s3179	27,03696	14,794483
monkeyc7sp1s3180	26,168229	9,96871
monkeyc7sp1s3181	26,245963	9,97262
monkeyc7sp1s3182	26,323795	9,97803
monkeyc7sp1s3183	26,401696	9,98495
monkeyc7sp1s3184	26,47963	9,99338
monkeyc7sp1s3185	26,55758	10,00332
monkeyc7sp1s3186	26,63551	10,01478
monkeyc7sp1s3187	26,71339	10,02776
monkeyc7sp1s3188	26,79119	10,04227
monkeyc7sp1s3189	26,86889	10,0583
monkeyc7sp1s3190	27,03053	14,828439
monkeyc7sp1s3191	26,94644	10,07586
monkeyc7sp1s3192	27,02382	10,09494
monkeyc7sp1s3193	27,10101	10,11555
monkeyc7sp1s3194	27,17797	10,13768
monkeyc7sp1s3195	27,25466	10,16134
monkeyc7sp1s3196	27,33107	10,18652
monkeyc7sp1s3197	27,40716	10,21322
monkeyc7sp1s3198	27,4829	10,24144
monkeyc7sp1s3199	27,55826	10,27117
monkeyc7sp1s3200	27,63321	10,30241
monkeyc7sp1s3201	27,02337	14,862433
monkeyc7sp1s3202	27,70772	10,33515
monkeyc7sp1s3203	27,78176	10,36939
monkeyc7sp1s3204	27,85529	10,40512
monkeyc7sp1s3205	27,9283	10,44234
monkeyc7sp1s3206	28,00075	10,48103
monkeyc7sp1s3207	28,07261	10,5212
monkeyc7sp1s3208	28,14385	10,56283
monkeyc7sp1s3209	28,21443	10,6059
monkeyc7sp1s3210	28,28434	10,65043
monkeyc7sp1s3211	28,35355	10,69638
monkeyc7sp1s3212	27,01548	14,896449
monkeyc7sp1s3213	28,42201	10,74375
monkeyc7sp1s3214	28,48971	10,79254
monkeyc7sp1s3215	28,55661	10,84272
monkeyc7sp1s3216	28,62269	10,89429
monkeyc7sp1s3217	28,68791	10,94723
monkeyc7sp1s3218	28,75226	11,00152
monkeyc7sp1s3219	28,81569	11,05716
monkeyc7sp1s3220	28,87819	11,11413
monkeyc7sp1s3221	28,93973	11,17241
monkeyc7sp1s3222	29,00027	11,23199
monkeyc7sp1s3223	26,99662	14,0572891
monkeyc7sp1s3224	27,00686	14,930473
monkeyc7sp1s3225	29,0598	11,29285
monkeyc7sp1s3226	29,11828	11,35497
monkeyc7sp1s3227	29,17568	11,41833
monkeyc7sp1s3228	29,23199	11,48292
monkeyc7sp1s3229	29,28718	11,54872
monkeyc7sp1s3230	29,34121	11,61571
monkeyc7sp1s3231	29,39408	11,68386
monkeyc7sp1s3232	29,44574	11,75316
monkeyc7sp1s3233	29,49618	11,82359
monkeyc7sp1s3234	29,54537	11,89512
monkeyc7sp1s3235	26,99749	14,964488
monkeyc7sp1s3236	29,59328	11,96774
monkeyc7sp1s3237	29,6399	12,04142
monkeyc7sp1s3238	29,68521	12,11613
monkeyc7sp1s3239	29,72917	12,19185
monkeyc7sp1s3240	29,77177	12,26857
monkeyc7sp1s3241	29,81299	12,34625
monkeyc7sp1s3242	29,8528	12,42487
monkeyc7sp1s3243	29,89118	12,5044
monkeyc7sp1s3244	29,92811	12,58483
monkeyc7sp1s3245	29,96358	12,66611
monkeyc7sp1s3246	26,98738	14,998479
monkeyc7sp1s3247	29,99756	12,74823
monkeyc7sp1s3248	30,03004	12,83116
monkeyc7sp1s3249	30,06099	12,91487
monkeyc7sp1s3250	30,09041	12,99933
monkeyc7sp1s3251	30,11826	13,084511
monkeyc7sp1s3252	30,14453	13,170391
monkeyc7sp1s3253	30,16922	13,256936
monkeyc7sp1s3254	30,1923	13,344118
monkeyc7sp1s3255	30,21375	13,431907
monkeyc7sp1s3256	30,23357	13,520271
monkeyc7sp1s3257	26,97653	15,03243
monkeyc7sp1s3258	30,25173	13,609181
monkeyc7sp1s3259	30,26823	13,698606
monkeyc7sp1s3260	30,28305	13,788513
monkeyc7sp1s3261	30,29618	13,878873
monkeyc7sp1s3262	30,3076	13,9696524
monkeyc7sp1s3263	30,31732	14,0608196
monkeyc7sp1s3264	30,32531	14,152342
monkeyc7sp1s3265	30,33156	14,244187
monkeyc7sp1s3266	30,33607	14,336322
monkeyc7sp1s3267	30,33883	14,428714
monkeyc7sp1s3268	26,96493	15,06632
monkeyc7sp1s3269	30,33983	14,521329
monkeyc7sp1s3270	30,33906	14,614133
monkeyc7sp1s3271	30,33652	14,707093
monkeyc7sp1s3272	30,3322	14,800175
monkeyc7sp1s3273	30,32608	14,893344
monkeyc7sp1s3274	30,31818	14,986567
monkeyc7sp1s3275	30,30849	15,07981
monkeyc7sp1s3276	30,29699	15,17304
monkeyc7sp1s3277	30,2837	15,26621
monkeyc7sp1s3278	30,2686	15,3593
monkeyc7sp1s3279	26,95258	15,10015
monkeyc7sp1s3280	30,25169	15,45227
monkeyc7sp1s3281	30,23298	15,54508
monkeyc7sp1s3282	30,21247	15,63771
monkeyc7sp1s3283	30,19014	15,73011
monkeyc7sp1s3284	30,16602	15,82225
monkeyc7sp1s3285	30,14009	15,91409
monkeyc7sp1s3286	30,11236	16,0056
monkeyc7sp1s3287	30,08284	16,09674
monkeyc7sp1s3288	30,05152	16,18748
monkeyc7sp1s3289	30,01841	16,27779
monkeyc7sp1s3290	26,93949	15,13388
monkeyc7sp1s3291	29,98353	16,36762
monkeyc7sp1s3292	29,94686	16,45694
monkeyc7sp1s3293	29,90843	16,54573
monkeyc7sp1s3294	29,86824	16,63393
monkeyc7sp1s3295	29,82629	16,72152
monkeyc7sp1s3296	29,78259	16,80847
monkeyc7sp1s3297	29,73716	16,89473
monkeyc7sp1s3298	29,69001	16,98028
monkeyc7sp1s3299	29,64114	17,06507
monkeyc7sp1s3300	29,59057	17,14908
monkeyc7sp1s3301	26,92564	15,16751
monkeyc7sp1s3302	29,53831	17,23227
monkeyc7sp1s3303	29,48437	17,3146
monkeyc7sp1s3304	29,42877	17,39605
monkeyc7sp1s3305	29,37151	17,47658
monkeyc7sp1s3306	29,31263	17,55616
monkeyc7sp1s3307	29,25212	17,63474
monkeyc7sp1s3308	29,19001	17,71231
monkeyc7sp1s3309	29,12632	17,78883
monkeyc7sp1s3310	29,06105	17,86426
monkeyc7sp1s3311	28,99424	17,93857
monkeyc7sp1s3312	26,91104	15,20101
monkeyc7sp1s3313	28,9259	18,01173
monkeyc7sp1s3314	28,85605	18,08372
monkeyc7sp1s3315	28,7847	18,1545
monkeyc7sp1s3316	28,71189	18,22403
monkeyc7sp1s3317	28,63763	18,29229
monkeyc7sp1s3318	28,56194	18,35925
monkeyc7sp1s3319	28,48485	18,42488
monkeyc7sp1s3320	28,40637	18,48915
monkeyc7sp1s3321	28,32655	18,55203
monkeyc7sp1s3322	28,24538	18,61349
monkeyc7sp1s3323	26,89569	15,23438
monkeyc7sp1s3324	28,16292	18,67351
monkeyc7sp1s3325	28,07917	18,73206
monkeyc7sp1s3326	27,99417	18,7891
monkeyc7sp1s3327	27,90794	18,84462
monkeyc7sp1s3328	27,82051	18,89859
monkeyc7sp1s3329	27,7319	18,95098
monkeyc7sp1s3330	27,64216	19,00176
monkeyc7sp1s3331	27,55129	19,05092
monkeyc7sp1s3332	27,45935	19,09843
monkeyc7sp1s3333	27,36634	19,14426
monkeyc7sp1s3334	27,00525	14,0864734
monkeyc7sp1s3335	26,87959	15,2676
monkeyc7sp1s3336	27,27232	19,1884
monkeyc7sp1s3337	27,17729	19,23081
monkeyc7sp1s3338	27,08131	19,27148
monkeyc7sp1s3339	26,98439	19,31039
monkeyc7sp1s3340	26,88658	19,34752
monkeyc7sp1s3341	26,7879	19,38284
monkeyc7sp1s3342	26,6884	19,41634
monkeyc7sp1s3343	26,58809	19,44799
monkeyc7sp1s3344	26,48702	19,47779
monkeyc7sp1s3345	26,385215	19,50571
monkeyc7sp1s3346	26,86274	15,30064
monkeyc7sp1s3347	26,28272	19,53173
monkeyc7sp1s3348	26,179566	19,55584
monkeyc7sp1s3349	26,075789	19,57803
monkeyc7sp1s3350	25,971424	19,59827
monkeyc7sp1s3351	25,866508	19,61656
monkeyc7sp1s3352	25,761078	19,63288
monkeyc7sp1s3353	25,655171	19,64721
monkeyc7sp1s3354	25,5488238	19,65955
monkeyc7sp1s3355	25,4420746	19,66989
monkeyc7sp1s3356	25,334961	19,67821
monkeyc7sp1s3357	26,84514	15,3335
monkeyc7sp1s3358	25,227521	19,6845
monkeyc7sp1s3359	25,119794	19,68875
monkeyc7sp1s3360	25,011818	19,69096
monkeyc7sp1s3361	24,903631	19,69112
monkeyc7sp1s3362	24,795273	19,68922
monkeyc7sp1s3363	24,686784	19,68525
monkeyc7sp1s3364	24,578202	19,67921
monkeyc7sp1s3365	24,46957	19,67109
monkeyc7sp1s3366	24,36092	19,66089
monkeyc7sp1s3367	24,2523	19,64861
monkeyc7sp1s3368	26,82679	15,36615
monkeyc7sp1s3369	24,14375	19,63424
monkeyc7sp1s3370	24,0353	19,61778
monkeyc7sp1s3371	23,927	19,59923
monkeyc7sp1s3372	23,81889	19,5786
monkeyc7sp1s3373	23,711	19,55587
monkeyc7sp1s3374	23,60339	19,53105
monkeyc7sp1s3375	23,49608	19,50415
monkeyc7sp1s3376	23,38913	19,47517
monkeyc7sp1s3377	23,28256	19,4441
monkeyc7sp1s3378	23,17642	19,41096
monkeyc7sp1s3379	26,80769	15,39858
monkeyc7sp1s3380	23,07076	19,37575
monkeyc7sp1s3381	22,9656	19,33848
monkeyc7sp1s3382	22,861	19,29915
monkeyc7sp1s3383	22,75699	19,25777
monkeyc7sp1s3384	22,65361	19,21435
monkeyc7sp1s3385	22,5509	19,16889
monkeyc7sp1s3386	22,4489	19,12142
monkeyc7sp1s3387	22,34766	19,07193
monkeyc7sp1s3388	22,24721	19,02044
monkeyc7sp1s3389	22,14758	18,96696
monkeyc7sp1s3390	26,78785	15,43078
monkeyc7sp1s3391	22,04883	18,91151
monkeyc7sp1s3392	21,95099	18,8541
monkeyc7sp1s3393	21,85409	18,79474
monkeyc7sp1s3394	21,75819	18,73346
monkeyc7sp1s3395	21,6633	18,67025
monkeyc7sp1s3396	21,56948	18,60515
monkeyc7sp1s3397	21,47676	18,53817
monkeyc7sp1s3398	21,38518	18,46933
monkeyc7sp1s3399	21,29478	18,39864
monkeyc7sp1s3400	21,20559	18,32614
monkeyc7sp1s3401	26,76726	15,46272
monkeyc7sp1s3402	21,11765	18,25183
monkeyc7sp1s3403	21,03099	18,17574
monkeyc7sp1s3404	20,94566	18,09789
monkeyc7sp1s3405	20,86168	18,0183
monkeyc7sp1s3406	20,7791	17,93701
monkeyc7sp1s3407	20,69794	17,85402
monkeyc7sp1s3408	20,61825	17,76938
monkeyc7sp1s3409	20,54005	17,68309
monkeyc7sp1s3410	20,46338	17,5952
monkeyc7sp1s3411	20,38827	17,50572
monkeyc7sp1s3412	26,74593	15,49439
monkeyc7sp1s3413	20,31475	17,41469
monkeyc7sp1s3414	20,24287	17,32213
monkeyc7sp1s3415	20,17264	17,22807
monkeyc7sp1s3416	20,1041	17,13254
monkeyc7sp1s3417	20,03728	17,03557
monkeyc7sp1s3418	19,9722	16,93719
monkeyc7sp1s3419	19,90891	16,83744
monkeyc7sp1s3420	19,84742	16,73634
monkeyc7sp1s3421	19,78777	16,63394
monkeyc7sp1s3422	19,72999	16,53025
monkeyc7sp1s3423	26,72386	15,52577
monkeyc7sp1s3424	19,67409	16,42532
monkeyc7sp1s3425	19,62011	16,31918
monkeyc7sp1s3426	19,56807	16,21187
monkeyc7sp1s3427	19,518	16,10342
monkeyc7sp1s3428	19,46992	15,99386
monkeyc7sp1s3429	19,42386	15,88324
monkeyc7sp1s3430	19,37983	15,77159
monkeyc7sp1s3434	26,70106	15,55685
monkeyc7sp1s3445	27,01332	14,116003
monkeyc7sp1s3446	26,67753	15,58761
monkeyc7sp1s3448	26,65327	15,61803
monkeyc7sp1s3449	26,62829	15,6481
monkeyc7sp1s3450	26,60259	15,6778
monkeyc7sp1s3451	26,57618	15,70712
monkeyc7sp1s3452	26,54906	15,73603
monkeyc7sp1s3453	26,52123	15,76452
monkeyc7sp1s3454	26,49272	15,79258
monkeyc7sp1s3455	26,463513	15,82018
monkeyc7sp1s3456	26,433626	15,84732
monkeyc7sp1s3457	27,02082	14,145868
monkeyc7sp1s3458	26,403065	15,87398
monkeyc7sp1s3459	26,371836	15,90014
monkeyc7sp1s3460	26,33995	15,92578
monkeyc7sp1s3461	26,307412	15,95089
monkeyc7sp1s3462	26,274233	15,97546
monkeyc7sp1s3463	26,240421	15,99946
monkeyc7sp1s3464	26,205987	16,02289
monkeyc7sp1s3465	26,170938	16,04573
monkeyc7sp1s3466	26,135287	16,06797
monkeyc7sp1s3467	26,099042	16,08958
monkeyc7sp1s3468	27,02773	14,176056
monkeyc7sp1s3469	26,062215	16,11055
monkeyc7sp1s3470	26,024818	16,13088
monkeyc7sp1s3471	25,986861	16,15055
monkeyc7sp1s3472	25,948356	16,16954
monkeyc7sp1s3473	25,909315	16,18783
monkeyc7sp1s3474	25,869752	16,20542
monkeyc7sp1s3475	25,829678	16,2223
monkeyc7sp1s3476	25,789106	16,23844
monkeyc7sp1s3477	25,748051	16,25384
monkeyc7sp1s3478	25,706525	16,26849
monkeyc7sp1s3479	27,03405	14,206556
monkeyc7sp1s3480	25,664543	16,28237
monkeyc7sp1s3481	25,622118	16,29546
monkeyc7sp1s3482	25,579266	16,30777
monkeyc7sp1s3483	25,5360018	16,31927
monkeyc7sp1s3484	25,4923397	16,32995
monkeyc7sp1s3485	25,4482955	16,33982
monkeyc7sp1s3486	25,4038847	16,34884
monkeyc7sp1s3487	25,359123	16,35702
monkeyc7sp1s3488	25,314028	16,36434
monkeyc7sp1s3489	25,268614	16,3708
monkeyc7sp1s3490	27,03977	14,237356
monkeyc7sp1s3491	25,222899	16,37638
monkeyc7sp1s3492	25,1769	16,38108
monkeyc7sp1s3493	25,130634	16,38488
monkeyc7sp1s3494	25,084118	16,38778
monkeyc7sp1s3495	25,03737	16,38977
monkeyc7sp1s3496	24,990408	16,39085
monkeyc7sp1s3497	24,943249	16,391
monkeyc7sp1s3498	24,895912	16,39021
monkeyc7sp1s3499	24,848416	16,38849
monkeyc7sp1s3500	24,800779	16,38583

monkeyc8sp2s3501	-1,51115	15,377674
monkeyc8sp2s3502	-9,5	15,5
monkeyc8sp2s3503	-9,50973	15,4715389
monkeyc8sp2s3504	-9,51892	15,4427109
monkeyc8sp2s3505	-9,52755	15,4135266
monkeyc8sp2s3506	-9,53562	15,383997
monkeyc8sp2s3507	-9,54312	15,354132
monkeyc8sp2s3508	-9,55003	15,323944
monkeyc8sp2s3509	-9,55635	15,293444
monkeyc8sp2s3510	-9,56207	15,262644
monkeyc8sp2s3511	-9,56717	15,231555
monkeyc8sp2s3512	-9,57166	15,20019
monkeyc8sp2s3513	-9,57552	15,168561
monkeyc8sp2s3514	-9,57873	15,136681
monkeyc8sp2s3515	-9,58131	15,104563
monkeyc8sp2s3516	-9,58323	15,07222
monkeyc8sp2s3517	-9,58448	15,039665
monkeyc8sp2s3518	-9,58508	15,006911
monkeyc8sp2s3519	-9,58499	14,973972
monkeyc8sp2s3520	-9,58422	14,940863
monkeyc8sp2s3521	-9,58277	14,907597
monkeyc8sp2s3522	-9,58062	14,874188
monkeyc8sp2s3523	-9,57777	14,840651
monkeyc8sp2s3524	-9,57421	14,807001
monkeyc8sp2s3525	-9,56995	14,773252
monkeyc8sp2s3526	-9,56497	14,739419
monkeyc8sp2s3527	-9,55926	14,705517
monkeyc8sp2s3528	-9,55283	14,671561
monkeyc8sp2s3529	-9,54567	14,637567
monkeyc8sp2s3530	-9,53778	14,603551
monkeyc8sp2s3531	-9,52916	14,569527
monkeyc8sp2s3532	-9,51979	14,535512
monkeyc8sp2s3533	-9,50968	14,501521
monkeyc8sp2s3534	-9,49883	14,46757
monkeyc8sp2s3535	-9,48723	14,43368
monkeyc8sp2s3536	-9,47488	14,39985
monkeyc8sp2s3537	-9,46179	14,36612
monkeyc8sp2s3538	-9,44794	14,33249
monkeyc8sp2s3539	-9,43334	14,29899
monkeyc8sp2s3540	-9,41799	14,26562
monkeyc8sp2s3541	-9,40189	14,2324
monkeyc8sp2s3542	-9,38504	14,19936
monkeyc8sp2s3543	-9,36744	14,1665
monkeyc8sp2s3544	-9,34909	14,13385
monkeyc8sp2s3545	-9,32999	14,10142
monkeyc8sp2s3546	-9,31015	14,06922
monkeyc8sp2s3547	-9,28956	14,03728
monkeyc8sp2s3548	-9,26823	14,00561
monkeyc8sp2s3549	-9,24616	13,97423
monkeyc8sp2s3550	-9,22336	13,94315
monkeyc8sp2s3551	-9,19983	13,91239
monkeyc8sp2s3552	-9,17557	13,88197
monkeyc8sp2s3553	-9,15059	13,8519
monkeyc8sp2s3554	-9,12489	13,8222
monkeyc8sp2s3555	-9,09848	13,79288
monkeyc8sp2s3556	-9,07136	13,76397
monkeyc8sp2s3557	-9,04353	13,73548
monkeyc8sp2s3558	-9,01502	13,70742
monkeyc8sp2s3559	-8,985813	13,67982
monkeyc8sp2s3560	-8,955926	13,65268
monkeyc8sp2s3561	-8,925365	13,62602
monkeyc8sp2s3562	-8,894136	13,59986
monkeyc8sp2s3563	-8,86225	13,57422
monkeyc8sp2s3564	-8,829712	13,54911
monkeyc8sp2s3565	-8,796533	13,52454
monkeyc8sp2s3566	-8,762721	13,50054
monkeyc8sp2s3567	-8,728287	13,47711
monkeyc8sp2s3568	-8,693238	13,45427
monkeyc8sp2s3569	-8,657587	13,43203
monkeyc8sp2s3570	-8,621342	13,41042
monkeyc8sp2s3571	-8,584515	13,38945
monkeyc8sp2s3572	-8,547118	13,36912
monkeyc8sp2s3573	-8,509161	13,34945
monkeyc8sp2s3574	-8,470656	13,33046
monkeyc8sp2s3575	-8,431615	13,31217
monkeyc8sp2s3576	-8,392052	13,29458
monkeyc8sp2s3577	-8,351978	13,2777
monkeyc8sp2s3578	-8,311406	13,26156
monkeyc8sp2s3579	-8,270351	13,24616
monkeyc8sp2s3580	-8,228825	13,23151
monkeyc8sp2s3581	-8,186843	13,21763
monkeyc8sp2s3582	-8,144418	13,20454
monkeyc8sp2s3583	-8,101566	13,19223
monkeyc8sp2s3584	-8,0583018	13,18073
monkeyc8sp2s3585	-8,0146397	13,17005
monkeyc8sp2s3586	-7,9705955	13,16018
monkeyc8sp2s3587	-7,9261847	13,15116
monkeyc8sp2s3588	-7,881423	13,14298
monkeyc8sp2s3589	-7,836328	13,13566
monkeyc8sp2s3590	-7,790914	13,1292
monkeyc8sp2s3591	-7,745199	13,12362
monkeyc8sp2s3592	-7,6992	13,11892
monkeyc8sp2s3593	-7,652934	13,11512
monkeyc8sp2s3594	-7,606418	13,11222
monkeyc8sp2s3595	-7,55967	13,11023
monkeyc8sp2s3596	-7,512708	13,10915
monkeyc8sp2s3597	-7,465549	13,109
monkeyc8sp2s3598	-7,418212	13,10979
monkeyc8sp2s3599	-7,370716	13,11151
monkeyc8sp2s3600	-7,323079	13,11417
monkeyc8sp2s3601	-7,27532	13,11779
monkeyc8sp2s3602	-7,227458	13,12236
monkeyc8sp2s3603	-7,179511	13,12789
monkeyc8sp2s3604	-7,1315	13,13439
monkeyc8sp2s3605	-7,083443	13,14186
monkeyc8sp2s3606	-7,035361	13,1503
monkeyc8sp2s3607	-6,98727	13,15973
monkeyc8sp2s3608	-6,9392	13,17013
monkeyc8sp2s3609	-6,89116	13,18152
monkeyc8sp2s3610	-6,84317	13,19389
monkeyc8sp2s3611	-6,79526	13,20725
monkeyc8sp2s3612	-6,74744	13,2216
monkeyc8sp2s3613	-6,69974	13,23695
monkeyc8sp2s3614	-6,65217	13,25328
monkeyc8sp2s3615	-6,60476	13,27061
monkeyc8sp2s3616	-6,55752	13,28893
