sample label	d1	d2
monkeyc3l1s1158	2.04293722	13.37876335
monkeyc3l1s1160	2.58701299	13.26754836
monkeyc3l1s1161	6.30769450	14.07262242
monkeyc3l1s1162	6.00331895	13.48154067
monkeyc3l1s1163	4.78655312	13.92322724
monkeyc3l1s1164	5.73370068	13.38644170
monkeyc3l1s1165	5.01118724	13.21224766
monkeyc3l1s1166	3.87380823	13.23926518
monkeyc3l1s1169	1.95653215	13.92610867
monkeyc3l1s1170	6.84352520	14.06820034
monkeyc3l1s1171	4.43345572	13.26475073
monkeyc3l1s1172	2.06207257	14.17454859
monkeyc3l1s1173	5.03957127	14.02809593
monkeyc3l1s1174	6.22725708	14.08830797
monkeyc3l1s1175	6.54826201	13.79765951
monkeyc3l1s1176	3.92297903	13.47758634
monkeyc3l1s1178	3.95900666	14.16470026
monkeyc3l1s1179	2.43640753	13.85220261
monkeyc3l1s1180	5.55502070	13.92101131
monkeyc3l1s1181	3.95572629	14.16731764
monkeyc3l1s1183	6.10100180	13.87811359
monkeyc3l1s1184	6.72082216	13.77915376
monkeyc3l1s1185	6.88554167	13.99047080
monkeyc3l1s1186	2.08516146	14.07376322
monkeyc3l1s1187	2.75278159	14.14017904
monkeyc3l1s1188	3.02700805	13.83225022
monkeyc3l1s1189	2.81850154	13.72036921
monkeyc3l1s1190	2.90840660	13.96130160
monkeyc3l1s1191	4.02518540	13.67912749
monkeyc3l1s1192	6.68341555	13.37168172
monkeyc3l1s1194	6.61679288	13.38478053
monkeyc3l1s1195	5.06256052	13.57768012
monkeyc3l1s1196	3.69758746	13.57503974
monkeyc3l1s1197	3.35361150	13.20195540
monkeyc3l1s1198	4.23352537	13.20330233
monkeyc3l1s1199	2.79823412	13.49518488
monkeyc3l1s1200	3.01080407	13.68551792
monkeyc3l1s1201	2.27098676	14.02082423
monkeyc3l1s1202	6.06323117	13.65152099
monkeyc3l1s1203	4.25067265	13.93424459
monkeyc3l1s1204	4.70735890	14.18351756
monkeyc3l1s1205	3.69943717	13.80033202
monkeyc3l1s1206	1.92849840	13.43746748
monkeyc3l1s1208	2.93956818	13.67842294
monkeyc3l1s1209	4.01765006	13.36562572
monkeyc3l1s1211	7.16819398	13.98574978
monkeyc3l1s1214	3.76236412	13.41015113
monkeyc3l1s1215	4.62343366	13.35586108
monkeyc3l1s1216	6.42446850	13.39894230
monkeyc3l1s1217	5.19313400	13.74235662
monkeyc3l1s1218	6.60823270	13.73203938
monkeyc3l1s1219	7.13159531	13.86628854
monkeyc3l1s1220	6.91997832	13.73060620
monkeyc3l1s1222	2.46138325	13.40176303
monkeyc3l1s1223	6.36947400	13.56186171
monkeyc3l1s1224	6.76003743	13.65608436
monkeyc3l1s1226	3.01282084	14.09262758
monkeyc3l1s1227	2.43170367	13.35137707
monkeyc3l1s1228	2.03770709	13.79520287
monkeyc3l1s1229	4.93030413	13.21368151
monkeyc3l1s1230	3.95127425	14.12686449
monkeyc3l1s1231	3.58379136	13.76967953
monkeyc3l1s1232	6.08890161	13.89696887
monkeyc3l1s1234	6.32213986	13.59443301
monkeyc3l1s1235	3.02652395	13.85348073
monkeyc3l1s1236	2.63528318	13.24538335
monkeyc3l1s1237	6.51055938	13.27339141
monkeyc3l1s1238	2.37453571	13.65217070
monkeyc3l1s1239	5.26147275	13.69293034
monkeyc3l1s1240	3.24167514	14.01153970
monkeyc3l1s1241	2.08011008	13.62167037
monkeyc3l1s1242	3.03459151	13.66414925
monkeyc3l1s1245	6.21051436	14.09751204
monkeyc3l1s1246	3.81475509	14.06862181
monkeyc3l1s1247	6.15232700	14.15449395
monkeyc3l1s1248	2.78406865	13.89150759
monkeyc3l1s1249	1.71487308	14.10578591
monkeyc3l1s1250	3.96383241	14.14628356
monkeyc3l1s1252	2.09005205	13.73503695
monkeyc3l1s1253	4.72044003	13.63048146
monkeyc3l1s1254	5.63859145	13.84270745
monkeyc3l1s1255	7.23463054	13.77329437
monkeyc3l1s1256	5.09679349	13.49463845
monkeyc3l1s1259	5.20437726	13.79332385
monkeyc3l1s1260	3.98969505	14.11889554
monkeyc3l1s1261	2.84498271	13.65255250
monkeyc3l1s1264	2.80281913	13.41966792
monkeyc3l1s1265	5.43631957	14.11708216
monkeyc3l1s1266	2.32600212	13.33616485
monkeyc3l1s1267	3.75517832	13.79237422
monkeyc3l1s1268	4.48815143	13.60914399
monkeyc3l1s1269	2.49185432	13.37188093
monkeyc3l1s1270	6.76838353	13.24783215
monkeyc3l1s1271	4.85961182	13.48840214
monkeyc3l1s1272	2.44298797	13.52290769
monkeyc3l1s1273	1.76738811	13.60515079
monkeyc3l1s1274	5.32497851	14.16841853
monkeyc3l1s1275	1.79893951	13.61025332
monkeyc3l1s1276	6.49721368	13.62199083
monkeyc3l1s1278	5.77410658	14.08995744
monkeyc3l1s1281	2.38957074	13.50993032
monkeyc3l1s1284	6.10808546	13.32305242
monkeyc3l1s1285	4.73020685	13.23418334
monkeyc3l1s1287	2.42668634	13.57855472
monkeyc3l1s1288	3.86205355	13.79999183
monkeyc3l1s1289	5.75718553	13.46182605
monkeyc3l1s1290	5.59957956	13.51164927
monkeyc3l1s1291	5.72672020	13.51107831
monkeyc3l1s1292	6.99236286	14.10215259
monkeyc3l1s1293	4.57199581	13.65757332
monkeyc3l1s1294	4.76655018	14.16055233
monkeyc3l1s1296	2.33998457	13.39154791
monkeyc3l1s1297	4.53002936	14.13058759
monkeyc3l1s1298	3.57490118	13.32696886
monkeyc3l1s1299	4.32239477	13.35252464
monkeyc3l1s1300	5.73438755	13.89469505
monkeyc3l1s1301	3.18505491	13.72688706
monkeyc3l1s1304	3.11160575	13.66383451
monkeyc3l1s1305	4.38821973	13.97092420
monkeyc3l1s1308	1.66172960	13.55628139
monkeyc3l1s1309	4.98547516	13.47917077
monkeyc3l1s1311	2.10321796	13.83064021
monkeyc3l1s1312	5.37288725	13.31426217
monkeyc3l1s1313	5.77014244	13.89352792
monkeyc3l1s1315	3.07188847	14.01349385
monkeyc3l1s1316	2.69474613	13.35086763
monkeyc3l1s1317	5.86930915	13.73575689
monkeyc3l1s1318	3.25710389	13.32915992
monkeyc3l1s1319	4.64896191	13.82930730
monkeyc3l1s1320	3.05795681	13.48452769
monkeyc3l1s1321	6.87120769	13.29606764
monkeyc3l1s1322	1.76697704	13.24729218
monkeyc3l1s1323	1.86287097	14.10142475
monkeyc3l1s1324	3.05663039	13.28277546
monkeyc3l1s1325	6.47039782	14.10230663
monkeyc3l1s1326	2.40656251	13.33828160
monkeyc3l1s1327	3.36894423	13.63159654
monkeyc3l1s1328	1.93029068	14.07670228
monkeyc3l1s1329	3.50336858	13.87059531
monkeyc3l1s1330	6.14415423	13.37793523
monkeyc3l1s1331	6.05195106	13.62975695
monkeyc3l1s1332	6.20270596	13.55139918
monkeyc3l1s1333	4.87139412	13.72506724
monkeyc3l1s1334	3.53761659	14.18585506
monkeyc3l1s1336	6.81438362	13.68376853
monkeyc3l1s1337	3.15602234	14.06739537
monkeyc3l1s1338	7.17115419	14.12571454
monkeyc3l1s1340	5.64845219	13.70781212
monkeyc3l1s1341	5.96531114	13.72356034
monkeyc3l1s1343	2.72825479	14.12452816
monkeyc3l1s1344	4.22437718	13.90614499
monkeyc3l1s1346	4.02008524	13.85240771
monkeyc3l1s1347	5.94373387	13.98139910
monkeyc3l1s1348	6.02143839	13.70643202
monkeyc3l1s1349	6.46994721	13.54883935
monkeyc3l1s1350	1.90161979	13.51925256
monkeyc3l1s1351	6.99588191	13.52113991
monkeyc3l1s1352	3.93077330	13.71713290
monkeyc3l1s1353	2.75147371	13.69138092
monkeyc3l1s1355	5.53571722	14.00853127
monkeyc3l1s1356	6.73398438	14.09250311
monkeyc3l1s1360	3.09281139	13.69867575
monkeyc3l1s1361	4.98648057	13.69581839
monkeyc3l1s1362	4.51186679	13.56593075
monkeyc3l1s1366	7.02926611	14.18854493
monkeyc3l1s1367	7.20302861	13.80538565
monkeyc3l1s1368	1.52498658	13.71494196
monkeyc3l1s1369	5.48952126	13.37614599
monkeyc3l1s1370	6.01693275	13.75769793
monkeyc3l1s1371	6.55528858	13.83547079
monkeyc3l1s1372	2.71006817	13.74021739
monkeyc3l1s1373	6.42201088	13.96721826
monkeyc3l1s1375	5.57551698	13.87347687
monkeyc3l1s1376	4.95268909	13.85899462
monkeyc3l1s1377	4.44397282	13.40118693
monkeyc3l1s1378	3.23708479	13.24981659
monkeyc3l1s1379	1.92362786	13.28360104
monkeyc3l1s1381	3.60190980	13.60111592
monkeyc3l1s1383	4.00897461	14.03048412
monkeyc3l1s1384	5.93026738	13.46797683
monkeyc3l1s1385	7.14188745	14.06620157
monkeyc3l1s1387	4.08035570	13.35466501
monkeyc3l1s1390	3.60869542	13.51483968
monkeyc3l1s1392	5.16644504	13.82801632
monkeyc3l1s1395	5.05396846	13.28658792
monkeyc3l1s1396	7.11414541	13.41210194
monkeyc3l1s1397	6.15973332	13.43729933
monkeyc3l1s1398	2.55135547	13.31653902
monkeyc3l1s1400	3.06310972	13.89816906
monkeyc3l1s1402	6.32797736	13.49569163
monkeyc3l1s1403	3.81603997	13.93102443
monkeyc3l1s1404	4.69755996	14.11146153
monkeyc3l1s1405	6.29817162	13.37340495
monkeyc3l1s1406	1.74725520	13.29002843
monkeyc3l1s1408	2.16365305	13.30833816
monkeyc3l1s1409	3.76405785	13.99789278
monkeyc3l1s1410	2.28751127	14.00411852
monkeyc3l1s1414	3.24297658	13.54792969
monkeyc3l1s1415	4.12475657	13.70106697
monkeyc3l1s1416	6.64304187	13.34035112
monkeyc3l1s1417	3.34221161	13.29010463
monkeyc3l1s1418	6.82807800	13.44519047
monkeyc3l1s1419	4.53461281	13.81796917
monkeyc3l1s1420	2.60191765	13.23647111
monkeyc3l1s1421	2.19177887	13.23287352
monkeyc3l1s1422	5.11312009	13.71918367
monkeyc3l1s1423	6.31627341	13.25434555
monkeyc3l1s1424	2.29505187	13.86860048
monkeyc3l1s1425	4.29613159	14.06504628
monkeyc3l1s1426	1.70723561	13.99296122
monkeyc3l1s1427	6.59891442	13.24264303
monkeyc3l1s1429	4.08902650	14.16233761
monkeyc3l1s1430	7.21985365	13.93156987
monkeyc3l1s1431	1.88789692	13.30756872
monkeyc3l1s1432	2.54088789	13.99550708
monkeyc3l1s1433	4.57505211	13.94493430
monkeyc3l1s1434	4.89263491	13.47096548
monkeyc3l1s1436	2.92865019	13.33145622
monkeyc3l1s1437	5.02332222	13.70322375
monkeyc3l1s1438	6.33182853	13.73039450
monkeyc3l1s1439	3.09902052	13.71993888
monkeyc3l1s1441	5.79455087	13.35540074
monkeyc3l1s1442	1.64226754	14.01648986
monkeyc3l1s1443	5.81670308	13.22586421
monkeyc3l1s1444	5.61771849	14.13679487
monkeyc3l1s1445	3.62839458	13.54487554
monkeyc3l1s1446	2.39865793	14.14674670
monkeyc3l1s1447	4.04676112	13.34336273
monkeyc3l1s1448	6.12661690	14.06247582
monkeyc3l1s1449	7.18177552	13.67126190
monkeyc3l1s1450	6.50255008	13.44968943
monkeyc3l1s1453	2.75849945	14.16440022
monkeyc3l1s1454	5.29211882	13.99979340
monkeyc3l1s1456	4.99467833	13.63477807
monkeyc3l1s1457	5.68088414	14.06695476
monkeyc3l1s1458	6.62164387	13.75472618
monkeyc3l1s1459	3.74770462	13.29603868
monkeyc3l1s1461	6.10147005	13.22497626
monkeyc3l1s1462	3.51831764	13.80027185
monkeyc3l1s1463	2.97978170	14.04066567
monkeyc3l1s1464	1.76027404	13.84825792
monkeyc3l1s1467	4.37641635	13.25243604
monkeyc3l1s1468	5.04448869	13.94846711
monkeyc3l1s1469	6.01345774	13.26441894
monkeyc3l1s1470	5.26406298	13.98423384
monkeyc3l1s1471	3.97858346	13.42154021
monkeyc3l1s1472	3.82110559	13.54785947
monkeyc3l1s1473	5.75490584	13.63841507
monkeyc3l1s1474	1.85217576	13.89505360
monkeyc3l1s1477	1.69723813	13.37928092
monkeyc3l1s1478	3.43871583	13.24603686
monkeyc3l1s1479	5.86887972	13.58592704
monkeyc3l1s1481	2.28962770	13.98476379
monkeyc3l1s1482	5.17875782	13.85028409
monkeyc3l1s1484	3.47528617	13.85471753
monkeyc3l1s1487	5.85847719	14.07966706
monkeyc3l1s1488	6.40033972	13.48903211
monkeyc3l1s1489	6.23844496	13.23911109
monkeyc3l1s1490	2.45566887	13.96094276
monkeyc3l1s1491	6.19228195	13.64891582
monkeyc3l1s1492	4.11466837	14.00354081
monkeyc3l1s1493	4.66647783	13.22424468
monkeyc3l1s1495	4.22370616	13.52557679
monkeyc3l1s1496	4.43923585	14.17548156
monkeyc3l1s1497	6.98557993	13.59073201
monkeyc3l1s1498	6.13828706	13.31427521
monkeyc3l1s1499	6.89963100	14.02669801
monkeyc3l1s1500	4.97577215	13.46865916
monkeyc6r1s2508	0.37186400	14.82690900
monkeyc6r1s2510	3.96116800	18.05241000
monkeyc6r1s2516	6.66738100	18.80837600
monkeyc6r1s2518	6.87395600	18.75169400
monkeyc6r1s2524	3.02849100	17.66783000
monkeyc6r1s2532	0.86357500	15.95550100
monkeyc6r1s2534	2.80004400	17.54071400
monkeyc6r1s2538	6.01705000	18.63715000
monkeyc6r1s2544	4.46898800	18.19693900
monkeyc6r1s2554	6.51723800	18.91713300
monkeyc6r1s2560	1.20000500	16.07726900
monkeyc6r1s2566	0.21960400	15.24424300
monkeyc6r1s2568	1.33537400	16.32041900
monkeyc6r1s2574	4.67540800	18.02022200
monkeyc6r1s2576	3.26385800	17.55382500
monkeyc6r1s2577	3.51532900	17.90515300
monkeyc6r1s2582	7.20129700	18.88091300
monkeyc6r1s2590	1.19005200	15.82292500
monkeyc6r1s2592	2.73826100	17.12548100
monkeyc6r1s2594	3.48505000	17.72143600
monkeyc6r1s2600	4.29864300	17.87390500
monkeyc6r1s2620	2.83731300	17.05744700
monkeyc6r1s2628	0.68615200	15.70975300
monkeyc6r1s2637	0.81192300	15.95826900
monkeyc6r1s2648	-0.34131300	14.39727800
monkeyc6r1s2651	6.67354000	19.01847600
monkeyc6r1s2652	6.25045900	18.73653000
monkeyc6r1s2654	0.52560900	15.44248000
monkeyc6r1s2656	-0.14021800	14.72171500
monkeyc6r1s2662	5.27870300	18.55227700
monkeyc6r1s2672	4.28826500	17.87651400
monkeyc6r1s2678	2.00983200	16.89828100
monkeyc6r1s2694	1.31262300	15.90332800
monkeyc6r1s2701	3.49963400	17.85394700
monkeyc6r1s2702	2.77742600	16.99736400
monkeyc6r1s2704	0.22834300	15.20152900
monkeyc6r1s2714	3.55404300	17.83580200
monkeyc6r1s2716	-0.30431800	14.61772000
monkeyc6r1s2720	0.59079700	15.27218800
monkeyc6r1s2722	0.30335500	14.70660600
monkeyc6r1s2724	2.10709700	16.98724400
monkeyc6r1s2738	3.82551600	17.58300000
monkeyc6r1s2742	4.14524700	18.13915600
monkeyc6r1s2768	2.90864900	17.16343700
monkeyc6r1s2770	0.73351700	15.35152400
monkeyc6r1s2774	5.68960200	18.53192900
monkeyc6r1s2778	4.92462400	18.32306300
monkeyc6r1s2780	3.46052600	17.80889300
monkeyc6r1s2790	7.01116100	18.78689800
monkeyc6r1s2794	5.56786300	18.69597200
monkeyc6r1s2800	6.82382600	18.76889000
monkeyc6r1s2804	0.07264500	14.43421800
monkeyc6r1s2810	5.05560200	18.14336800
monkeyc6r1s2822	5.55406000	18.31052400
monkeyc6r1s2824	4.33889700	18.14096500
monkeyc6r1s2834	7.13516600	18.79056900
monkeyc6r1s2836	4.30908300	18.16774000
monkeyc6r1s2838	0.41625700	15.01065100
monkeyc6r1s2842	4.62120600	18.00936500
monkeyc6r1s2848	4.95205700	18.38301500
monkeyc6r1s2850	6.31286000	18.63284300
monkeyc6r1s2854	4.29370200	18.29847000
monkeyc6r1s2864	4.33466000	17.97060200
monkeyc6r1s2868	2.10941900	16.84544400
monkeyc6r1s2876	6.38825700	18.93652900
monkeyc6r1s2902	1.99090300	16.86794700
monkeyc6r1s2908	2.67156000	16.99618900
monkeyc6r1s2916	3.71811500	17.62586600
monkeyc6r1s2924	2.96937600	17.10682300
monkeyc6r1s2932	-0.15613200	14.70400800
monkeyc6r1s2944	2.57964600	17.33876800
monkeyc6r1s2948	1.19735200	16.18219400
monkeyc6r1s2950	0.28806400	14.93060300
monkeyc6r1s2954	1.99648700	16.77615900
monkeyc6r1s2958	0.73556500	15.52353300
monkeyc6r1s2976	3.70887400	17.82761000
monkeyc6r1s2980	4.31509400	18.18936200
monkeyc6r1s2992	3.37157500	17.60300100
monkeyc6r1s2997	6.02882800	18.82115200




monkeyc2g2s546	14.85532800	10.23896400
monkeyc2g2s623	13.59428400	11.39808500
monkeyc2g2s747	13.30500500	11.46723800
monkeyc2g2s836	14.18731200	10.72471500
monkeyc2g2s877	14.58842600	10.58452100
monkeyc2g2s893	14.29706400	10.77991900
monkeyc2g2s913	14.64791900	10.61123300
monkeyc2g2s923	14.11805600	11.18973100
monkeyc2g2s951	14.15038100	10.90642500
monkeyc4l2s1502	14.77726447	13.36782249
monkeyc4l2s1503	15.19532447	13.32095539
monkeyc4l2s1505	14.50255267	13.98896640
monkeyc4l2s1506	14.94219813	13.41678194
monkeyc4l2s1508	16.25186453	13.22079738
monkeyc4l2s1512	15.66225039	14.16622434
monkeyc4l2s1515	16.45129001	13.35323465
monkeyc4l2s1516	16.10783093	13.95870822
monkeyc4l2s1517	15.51968513	13.70118702
monkeyc4l2s1518	13.45622021	13.34401271
monkeyc4l2s1519	14.45332749	13.30893225
monkeyc4l2s1522	16.10763634	14.13582074
monkeyc4l2s1526	16.37140488	13.96131892
monkeyc4l2s1527	15.63636245	14.01210284
monkeyc4l2s1529	14.96727339	13.46334839
monkeyc4l2s1532	16.25309409	13.94073874
monkeyc4l2s1536	15.65198255	13.38112926
monkeyc4l2s1537	15.63928352	13.86127313
monkeyc4l2s1539	16.26887624	14.01326807
monkeyc4l2s1541	14.40974897	14.09528551
monkeyc4l2s1542	15.89829246	13.78185024
monkeyc4l2s1544	13.84075417	13.99553226
monkeyc4l2s1547	14.24347712	13.36837749
monkeyc4l2s1549	14.26264140	13.94410712
monkeyc4l2s1552	15.24428902	13.37306886
monkeyc4l2s1554	13.74455095	13.97932976
monkeyc4l2s1555	16.32571518	14.16532461
monkeyc4l2s1556	14.45215044	13.33100571
monkeyc4l2s1557	14.13440498	13.27779438
monkeyc4l2s1558	14.94703829	13.23520518
monkeyc4l2s1559	15.32231406	13.63406968
monkeyc4l2s1569	14.76215127	13.23996557
monkeyc4l2s1577	13.74117826	13.94648054
monkeyc4l2s1578	14.88725086	13.78116994
monkeyc4l2s1586	16.46036127	14.06046812
monkeyc4l2s1588	14.90998057	13.70554260
monkeyc4l2s1589	14.37968966	13.74193348
monkeyc4l2s1590	15.23400811	13.82346809
monkeyc4l2s1592	14.53911398	13.86364786
monkeyc4l2s1593	15.67457317	13.59447174
monkeyc4l2s1597	15.26244139	13.42436344
monkeyc4l2s1601	14.26708153	14.11013136
monkeyc4l2s1603	16.12770499	13.91560034
monkeyc4l2s1604	15.19248739	13.95491177
monkeyc4l2s1605	16.39910860	14.06079690
monkeyc4l2s1606	16.10471153	13.99472789
monkeyc4l2s1608	13.21560389	13.53336453
monkeyc4l2s1609	14.33979026	13.23816790
monkeyc4l2s1611	15.44633701	13.76372480
monkeyc4l2s1612	14.91354833	13.59345220
monkeyc4l2s1613	15.99170971	13.43846266
monkeyc4l2s1614	14.79954326	14.04129824
monkeyc4l2s1617	14.32688189	13.24289491
monkeyc4l2s1619	16.06648200	13.33189281
monkeyc4l2s1621	15.67931590	14.12543860
monkeyc4l2s1624	15.64728505	14.13205383
monkeyc4l2s1625	13.03747741	13.27157001
monkeyc4l2s1629	14.31465671	13.65324329
monkeyc4l2s1631	14.60527974	13.50783242
monkeyc4l2s1633	13.89859391	13.54415676
monkeyc4l2s1634	13.62455739	13.84460877
monkeyc4l2s1637	13.86384751	13.37392280
monkeyc4l2s1641	12.95839217	14.12909462
monkeyc4l2s1642	16.40349430	13.87821106
monkeyc4l2s1643	15.67059634	13.71485044
monkeyc4l2s1644	13.15239360	14.16666575
monkeyc4l2s1645	13.64202478	13.69441023
monkeyc4l2s1647	14.04909459	13.97092698
monkeyc4l2s1650	13.26919218	13.21266825
monkeyc4l2s1651	13.99143303	13.50059378
monkeyc4l2s1653	14.36395361	14.19132243
monkeyc4l2s1654	15.22687120	14.01732149
monkeyc4l2s1660	14.90092885	13.26754836
monkeyc4l2s1664	16.28773034	13.38644170
monkeyc4l2s1665	15.27016949	13.21224766
monkeyc4l2s1670	13.01855918	14.06820034
monkeyc4l2s1671	13.78185629	13.26475073
monkeyc4l2s1672	13.40839691	14.17454859
monkeyc4l2s1674	14.16949172	14.08830797
monkeyc4l2s1675	16.30600381	13.79765951
monkeyc4l2s1677	14.08543841	13.88944519
monkeyc4l2s1678	13.97260854	14.16470026
monkeyc4l2s1680	16.11716903	13.92101131
monkeyc4l2s1684	15.39411773	13.77915376
monkeyc4l2s1685	15.39417271	13.99047080
monkeyc4l2s1687	16.03073368	14.14017904
monkeyc4l2s1688	14.67328355	13.83225022
